v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie
16106|04848|00056,16106,4848,56,04848-00056,TRUE,200,SAN MIGUEL,URETA COX 1050 DP 108 ,-33.498045,-70.651973,49841979,0,49841979,0,0,0,163121,URETA COX 1050 DP 108,49105395,49105395,0,FALSE,,2002,U,H,,XMM069,,,,,,,,,,SAN MIGUEL,XMM069,XIII Región Metropolitana,17,0,24,1,0,0,4,57,0,"7,24 UF",XMM069,, 100 - 1.400  m²,,163.13,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMM069,SAN MIGUEL,XIII Región Metropolitana,17,0,24,1,0,0,4,57,0,"7,24 UF",PRIMER SEMESTRE DE 2026,16106,127551857,4848,90021,346544.0573,6292276.327,,0,PREDIOS_NACIONAL,URBANA,5807,1_contains,1957.227538,0,H,49105395,49105395,0,U,URETA COX 1050 DP 108,16106,4848,90021,0,0,0,0,0,0,1,75,1982,1982,B,3,4,FALSE
16106|04954|00051,16106,4954,51,04954-00051,TRUE,200,SAN MIGUEL,SAN NICOLAS 1226 M ,-33.498818,-70.656694,43415966,0,43415966,0,0,0,286587,SAN NICOLAS 1226 M,42774348,42774348,0,FALSE,,0,U,H,,HMB019,0,14,2022,0,0,180 - 580,345885.8672,6292439.807,227176,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,127540143,4954,51,346106.8503,6292183.689,180 - 580,0,PREDIOS_NACIONAL,URBANA,6048,1_contains,56.16531606,0,H,42774348,42774348,88,U,SAN NICOLAS 1226 M,0,0,0,0,0,0,0,0,0,3,93,1983,1986,C|GA,3|4,2,FALSE
16106|05653|00082,16106,5653,82,05653-00082,TRUE,200,SAN MIGUEL,TERCERA AVENIDA 1260 BD 5 ,-33.505881,-70.659148,3235110,3235110,0,0,0,0,262029,TERCERA AVENIDA 1260 BD 5,3187301,0,8502,FALSE,,0,U,L,,HMB036,,,,,,,,,,SAN MIGUEL,HMB036,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",HMB036,, 200 - 650  m²,,262.03,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB036,SAN MIGUEL,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",PRIMER SEMESTRE DE 2026,16106,127552221,5653,90022,345891.3328,6291396.766,,0,PREDIOS_NACIONAL,URBANA,9165,1_contains,3531.728565,17004,L,3187301,0,0,U,TERCERA AVENIDA 1260 BD 5,16106,5653,90022,0,0,0,0,0,0,1,3,2004,2004,B,4,15,FALSE
16106|04756|00197,16106,4756,197,04756-00197,TRUE,200,SAN MIGUEL,VENTURA BLANCO VIEL 1320 BDA 44 ,-33.495644,-70.65791,1997162,1997162,0,0,0,0,286587,VENTURA BLANCO VIEL 1320 BDA 44,1967648,0,5249,FALSE,,0,U,L,,HMB019,,,,,,,,,,SAN MIGUEL,HMB019,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",HMB019,, 180 - 580  m²,,286.59,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB019,SAN MIGUEL,XIII Región Metropolitana,388,3,478,0,15,0,54,698,2,"12,72 UF",PRIMER SEMESTRE DE 2026,16106,127553137,4756,90086,345988.2335,6292533.788,,0,PREDIOS_NACIONAL,URBANA,4802,1_contains,3586.110855,10498,L,1967648,0,0,U,VENTURA BLANCO VIEL 1320 BDA 44,16106,4756,90086,0,0,0,0,0,0,1,4,2014,2014,B,4,10,FALSE
16106|05348|00269,16106,5348,269,05348-00269,TRUE,200,SAN MIGUEL,AV DEPARTAMENTAL 950 DP 1201 ,-33.504694,-70.651589,42111910,0,42111910,0,0,0,233866,AV DEPARTAMENTAL 950 DP 1201,41489564,41489564,0,FALSE,,2038,U,H,,,,,,,,,,,,SAN MIGUEL,HMB038,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",HMB038,, 40 - 1.200  m²,,233.87,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB038,SAN MIGUEL,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",PRIMER SEMESTRE DE 2026,16106,127553369,5348,90139,346591.4772,6291539.605,,0,PREDIOS_NACIONAL,URBANA,8485,1_contains,4548.231634,0,H,41489564,41489564,0,U,AV DEPARTAMENTAL 950 DP 1201,16106,5348,90139,0,0,0,0,0,0,1,51,2018,2018,B,3,23,FALSE
16106|02163|00275,16106,2163,275,02163-00275,TRUE,200,SAN MIGUEL,BARROS LUCO 3151 BD 55 ,-33.482101,-70.656272,1474316,1474316,0,0,0,0,259551,BARROS LUCO 3151 BD 55,1452528,0,3875,FALSE,,0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",HMB005,, 180 - 440  m²,,259.56,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267,3,285,1,0,1,22,356,1,"11,52 UF",PRIMER SEMESTRE DE 2026,16106,127540791,2163,90079,346116.4071,6294038.032,,0,PREDIOS_NACIONAL,URBANA,1149,1_contains,3875.852565,7750,L,1452528,0,0,U,BARROS LUCO 3151 BD 55,16106,2163,90079,0,0,0,0,0,0,1,3,1994,1994,B,4,9,FALSE
16106|06253|00231,16106,6253,231,06253-00231,TRUE,200,SAN MIGUEL,7A AVENIDA 1234 BD 43 ,-33.509873,-70.660473,1021143,1021143,0,0,0,0,262029,7A AVENIDA 1234 BD 43,1006052,0,2684,FALSE,,0,U,L,,HMB036,,,,,,,,,,SAN MIGUEL,HMB036,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",HMB036,, 200 - 650  m²,,262.03,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB036,SAN MIGUEL,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",PRIMER SEMESTRE DE 2026,16106,127545647,6253,90055,345775.3833,6290952.177,,0,PREDIOS_NACIONAL,URBANA,11761,1_contains,2867.016507,5368,L,1006052,0,0,U,7A AVENIDA 1234 BD 43,16106,6253,90055,0,0,0,0,0,0,1,2,1996,1996,B,4,15,FALSE
16106|04342|00012,16106,4342,12,04342-00012,TRUE,200,SAN MIGUEL,ING BUDGE 740 ,-33.496874,-70.644277,66228912,66228912,0,0,0,0,184750,ING BUDGE 740,65250156,0,174055,FALSE,,0,U,C,,HBB021,0,14,2022,0,0,100 - 360,347273.2335,6292633.425,146450,SAN MIGUEL,HBB021,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",HBB021,, 100 - 360  m²,,184.75,,COMERCIO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB021,SAN MIGUEL,XIII Región Metropolitana,65,3,98,7,7,0,63,166,2,"8,2 UF",PRIMER SEMESTRE DE 2026,16106,127546383,4342,12,347256.9244,6292417.557,100 - 360,0,PREDIOS_NACIONAL,URBANA,5325,1_contains,349.8296829,348110,C,65250156,0,330,U,ING BUDGE 740,0,0,0,0,0,0,0,0,0,4,156,1943,1999,C|E|F,4,1,FALSE
16106|04957|00780,16106,4957,780,04957-00780,TRUE,200,SAN MIGUEL,AV LAZO 1315 BD 91 ,-33.498195,-70.658769,2217337,2217337,0,0,0,0,228909,AV LAZO 1315 BD 91,2184568,0,5828,FALSE,,0,U,L,,HBB026,,,,,,,,,,SAN MIGUEL,HBB026,XIII Región Metropolitana,277,6,277,1,1,0,14,932,1,"10,16 UF",HBB026,, 70 - 400  m²,,228.91,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB026,SAN MIGUEL,XIII Región Metropolitana,277,6,277,1,1,0,14,932,1,"10,16 UF",PRIMER SEMESTRE DE 2026,16106,127553755,4957,90001,345912.9603,6292249.666,,0,PREDIOS_NACIONAL,URBANA,5858,1_contains,3706.286801,11656,L,2184568,0,0,U,AV LAZO 1315 BD 91,16106,4957,90001,0,0,0,0,0,0,1,4,2017,2017,B,4,18,FALSE
16106|04956|00729,16106,4956,729,04956-00729,TRUE,200,SAN MIGUEL,LAZO 1365 DP 303 ,-33.498313,-70.659974,54357662,0,54357662,0,0,0,228909,LAZO 1365 DP 303,53554344,53554344,0,FALSE,,2040,U,H,,HBB026,,,,,,,,,,SAN MIGUEL,HBB026,XIII Región Metropolitana,277,6,277,1,1,0,14,932,1,"10,16 UF",HBB026,, 70 - 400  m²,,228.91,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HBB026,SAN MIGUEL,XIII Región Metropolitana,277,6,277,1,1,0,14,932,1,"10,16 UF",PRIMER SEMESTRE DE 2026,16106,127553823,4956,90718,345801.1913,6292234.786,,0,PREDIOS_NACIONAL,URBANA,5909,1_contains,3743.997799,0,H,53554344,53554344,0,U,LAZO 1365 DP 303,16106,4956,90718,0,0,0,0,0,0,1,37,2020,2020,B,3,19,FALSE
16106|02152|00635,16106,2152,635,02152-00635,TRUE,200,SAN MIGUEL,LLANO SUBERCASEAUX 3089 BX 68 ,-33.482797,-70.650178,7236859,7236859,0,0,0,0,442048,LLANO SUBERCASEAUX 3089 BX 68,7129910,0,19020,FALSE,,0,U,Z,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",XMB068,, 260 - 1.670  m²,,442.05,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106,127526787,2152,90453,346683.9337,6293969.831,,0,PREDIOS_NACIONAL,URBANA,1259,1_contains,2715.370153,38040,Z,7129910,0,0,U,LLANO SUBERCASEAUX 3089 BX 68,16106,2152,90453,0,0,0,0,0,0,1,12,1999,1999,GA,3,1,FALSE
16106|01960|00207,16106,1960,207,01960-00207,TRUE,200,SAN MIGUEL,A ERRAZURIZ 2940 BD B 02 ,-33.480392,-70.653426,2442935,2442935,0,0,0,0,317004,A ERRAZURIZ 2940 BD B 02,2406833,0,6421,FALSE,,0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44,0,61,0,0,0,4,78,0,"14,07 UF",HMA070,, 110 - 840  m²,,317.01,,BODEGA Y ALMACENAJE,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44,0,61,0,0,0,4,78,0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106,127529171,1960,90120,346377.8715,6294231.719,,0,PREDIOS_NACIONAL,URBANA,825,1_contains,3354.674092,12842,L,2406833,0,0,U,A ERRAZURIZ 2940 BD B 02,16106,1960,90120,0,0,0,0,0,0,1,5,1994,1994,B,4,10,FALSE
16106|05652|00076,16106,5652,76,05652-00076,TRUE,200,SAN MIGUEL,CUARTA AVENIDA 1195 DP 143 ,-33.506736,-70.657911,131438472,71407762,60030710,0,0,0,328269,CUARTA AVENIDA 1195 DP 143,129496024,59143557,0,FALSE,,2012,U,H,,HMB037,,,,,,,,,,SAN MIGUEL,HMB037,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",HMB037,, 160 - 550  m²,,328.27,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB037,SAN MIGUEL,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",PRIMER SEMESTRE DE 2026,16106,127550071,5652,90026,346007.7866,6291303.902,,0,PREDIOS_NACIONAL,URBANA,9613,1_contains,4146.159292,0,H,129496024,59143557,0,U,CUARTA AVENIDA 1195 DP 143,16106,5652,90026,0,0,0,0,0,0,1,83,1997,1997,B,3,16,FALSE
16106|05952|00564,16106,5952,564,05952-00564,TRUE,200,SAN MIGUEL,G AVDA J M CARRERA 6001 DP 85 B ,-33.509749,-70.65745,69145704,9114994,60030710,0,0,0,527213,G AVDA J M CARRERA 6001 DP 85 B,68123843,59143557,0,FALSE,,2021,U,H,,CMB064,,,,,,,,,,SAN MIGUEL,CMB064,XIII Región Metropolitana,8,13,19,0,0,1,2,20,0,"19,8 UF",CMB064,CMB071, 330 - 1.220  m², 20 - 40  m²,446.11,527.22,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,CMB064,SAN MIGUEL,XIII Región Metropolitana,8,13,19,0,0,1,2,20,0,"19,8 UF",PRIMER SEMESTRE DE 2026,16106,127550755,5952,90335,346055.9352,6290970.381,,0,PREDIOS_NACIONAL,URBANA,11666,1_contains,4001.823345,0,H,68123843,59143557,0,U,G AVDA J M CARRERA 6001 DP 85 B,16106,5952,90335,0,0,0,0,0,0,1,60,2001,2001,B,3,13,FALSE
16106|04758|00444,16106,4758,444,04758-00444,TRUE,200,SAN MIGUEL,GRAN AV J M CARRERA 4681 OF 309 ,-33.496466,-70.653517,36668650,36668650,0,0,0,0,355980,GRAN AV J M CARRERA 4681 OF 309,36126746,0,96368,FALSE,,0,U,O,,CMB066,,,,,,,,,,SAN MIGUEL,CMB066,XIII Región Metropolitana,36,6,91,0,5,0,0,108,0,"15,8 UF",CMB066,, 290 - 1.000  m²,,355.98,,OFICINA,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,CMB066,SAN MIGUEL,XIII Región Metropolitana,36,6,91,0,5,0,0,108,0,"15,8 UF",PRIMER SEMESTRE DE 2026,16106,127530225,4758,90001,346397.8173,6292449.188,,0,PREDIOS_NACIONAL,URBANA,5193,1_contains,3263.383166,192736,O,36126746,0,0,U,GRAN AV J M CARRERA 4681 OF 309,16106,4758,90001,0,0,0,0,0,0,1,27,2018,2018,B,3,5,FALSE
16106|05548|00202,16106,5548,202,05548-00202,TRUE,200,SAN MIGUEL,G.AVENIDA 5620 5630 B 1005 ,-33.505745,-70.654944,48534812,0,48534812,0,0,0,485081,G.AVENIDA 5620 5630 B 1005,47817546,47817546,0,FALSE,,2026,U,H,,CMB063,,,,,,,,,,SAN MIGUEL,CMB063,XIII Región Metropolitana,27,1,22,0,1,0,0,65,1,"21,53 UF",CMB063,, 260 - 1.690  m²,,485.09,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,CMB063,SAN MIGUEL,XIII Región Metropolitana,27,1,22,0,1,0,0,65,1,"21,53 UF",PRIMER SEMESTRE DE 2026,16106,127543819,5548,90034,346281.6222,6291418.183,,0,PREDIOS_NACIONAL,URBANA,9077,1_contains,4283.808892,0,H,47817546,47817546,0,U,G.AVENIDA 5620 5630 B 1005,16106,5548,90034,0,0,0,0,0,0,1,43,2006,2006,B,3,17,FALSE
16106|01960|00446,16106,1960,446,01960-00446,TRUE,200,SAN MIGUEL,RICARDO MORALES 3003 BX 36 ,-33.481216,-70.652112,5851794,5851794,0,0,0,0,317004,RICARDO MORALES 3003 BX 36,5765314,0,15380,FALSE,,0,U,Z,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44,0,61,0,0,0,4,78,0,"14,07 UF",HMA070,, 110 - 840  m²,,317.01,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44,0,61,0,0,0,4,78,0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106,127541401,1960,90371,346501.4652,6294142.282,,0,PREDIOS_NACIONAL,URBANA,971,1_contains,2620.245721,30760,Z,5765314,0,0,U,RICARDO MORALES 3003 BX 36,16106,1960,90371,0,0,0,0,0,0,1,12,2004,2004,B,4,10,FALSE
16106|05754|00029,16106,5754,29,05754-00029,TRUE,200,SAN MIGUEL,CUARTA AVDA 1376 E ATACAMA,-33.50653,-70.661611,67203103,7172393,60030710,0,0,0,262029,CUARTA AVDA 1376 E,66209950,59143557,0,FALSE,,0,U,H,,HMB036,0,14,2022,0,0,200 - 650,345609.0393,6291151.543,207709,SAN MIGUEL,HMB036,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",HMB036,, 200 - 650  m²,,262.03,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB036,SAN MIGUEL,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",PRIMER SEMESTRE DE 2026,16106,127540379,5754,29,345663.731,6291321.18,200 - 650,0,PREDIOS_NACIONAL,URBANA,9386,1_contains,241.5108591,0,H,66209950,59143557,186,U,CUARTA AVDA 1376 E,0,0,0,0,0,0,0,0,0,1,113,1953,1953,C,4,1,FALSE
16106|06350|00467,16106,6350,467,06350-00467,TRUE,200,SAN MIGUEL,WALKER MARTINEZ 6100 DP 62 D ,-33.51412,-70.654003,65929359,5898649,60030710,0,0,0,349673,WALKER MARTINEZ 6100 DP 62 D,64955029,59143557,0,FALSE,,2023,U,H,,HMA044,,,,,,,,,,SAN MIGUEL,HMA044,XIII Región Metropolitana,23,0,45,0,0,0,6,218,0,"15,52 UF",HMA044,, 2.690 - 7.720  m²,,349.68,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMA044,SAN MIGUEL,XIII Región Metropolitana,23,0,45,0,0,0,6,218,0,"15,52 UF",PRIMER SEMESTRE DE 2026,16106,127553727,6350,90298,346383.8901,6290490.9,,0,PREDIOS_NACIONAL,URBANA,14495,1_contains,3670.091375,0,H,64955029,59143557,0,U,WALKER MARTINEZ 6100 DP 62 D,16106,6350,90298,0,0,0,0,0,0,1,57,2003,2003,B,3,8,FALSE
16106|05950|00590,16106,5950,590,05950-00590,TRUE,200,SAN MIGUEL,VARAS MENA 1080 DP 709 ROBLE,-33.509491,-70.656128,44978533,0,44978533,0,0,0,485081,VARAS MENA 1080 DP 709,44313823,44313823,0,FALSE,,2029,U,H,,CMB063,,,,,,,,,,SAN MIGUEL,CMB063,XIII Región Metropolitana,27,1,22,0,1,0,0,65,1,"21,53 UF",CMB063,, 260 - 1.690  m²,,485.09,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,CMB063,SAN MIGUEL,XIII Región Metropolitana,27,1,22,0,1,0,0,65,1,"21,53 UF",PRIMER SEMESTRE DE 2026,16106,127534945,5950,90074,346178.3245,6291001.052,,0,PREDIOS_NACIONAL,URBANA,11492,1_contains,3955.37552,0,H,44313823,44313823,0,U,VARAS MENA 1080 DP 709,16106,5950,90074,0,0,0,0,0,0,1,44,2009,2009,B,3,18,FALSE
16106|02553|00368,16106,2553,368,02553-00368,TRUE,200,SAN MIGUEL,F.LAZCANO 1220 DPB 1205 ,-33.484583,-70.650785,59845732,0,59845732,0,0,0,442048,F.LAZCANO 1220 DPB 1205,58961309,58961309,0,FALSE,,2036,U,H,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",XMB068,, 260 - 1.670  m²,,442.05,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106,150033583,2553,90606,346630.6876,6293770.844,,0,PREDIOS_NACIONAL,URBANA,1463,1_contains,2528.59819,0,H,58961309,58961309,0,U,F.LAZCANO 1220 DPB 1205,16106,2553,90269,16106,2553,90606,0,0,0,1,37,2016,2016,B,2,18,FALSE
16106|02554|00478,16106,2554,478,02554-00478,TRUE,200,SAN MIGUEL,LL. SUBERCASEAUX 3361 BXD 41 ,-33.484583,-70.650785,6164051,6164051,0,0,0,0,442048,LL. SUBERCASEAUX 3361 BXD 41,6072956,0,16200,FALSE,,0,U,Z,,XMB068,,,,,,,,,,SAN MIGUEL,XMB068,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",XMB068,, 260 - 1.670  m²,,442.05,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,XMB068,SAN MIGUEL,XIII Región Metropolitana,184,7,246,0,25,0,2,295,0,"19,62 UF",PRIMER SEMESTRE DE 2026,16106,150033583,2553,90606,346630.6876,6293770.844,,0,PREDIOS_NACIONAL,URBANA,1463,1_contains,2528.59819,32400,Z,6072956,0,0,U,LL. SUBERCASEAUX 3361 BXD 41,16106,2553,90606,0,0,0,0,0,0,1,13,2018,2018,B,4,18,FALSE
16106|05955|00086,16106,5955,86,05955-00086,TRUE,200,SAN MIGUEL,7A AVENIDA 1443 BX 108 ,-33.508199,-70.663889,2434856,2434856,0,0,0,0,262029,7A AVENIDA 1443 BX 108,2398873,0,6399,FALSE,,0,U,Z,,HMB036,,,,,,,,,,SAN MIGUEL,HMB036,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",HMB036,, 200 - 650  m²,,262.03,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB036,SAN MIGUEL,XIII Región Metropolitana,453,9,521,0,3,0,56,911,1,"11,63 UF",PRIMER SEMESTRE DE 2026,16106,127533807,5955,90039,345455.0231,6291132.754,,0,PREDIOS_NACIONAL,URBANA,10452,1_contains,1387.729063,12798,Z,2398873,0,0,U,7A AVENIDA 1443 BX 108,16106,5955,90039,0,0,0,0,0,0,1,12,1997,1997,GA,3,1,FALSE
16106|05647|00082,16106,5647,82,05647-00082,TRUE,200,SAN MIGUEL,VARGAS BUSTON 999 DP 152 ,-33.507683,-70.65341,82169634,22138924,60030710,0,0,0,233866,VARGAS BUSTON 999 DP 152,80955300,59143557,0,FALSE,,2010,U,H,,HMB038,,,,,,,,,,SAN MIGUEL,HMB038,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",HMB038,, 40 - 1.200  m²,,233.87,,HABITACIONAL,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB038,SAN MIGUEL,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",PRIMER SEMESTRE DE 2026,16106,127550523,5647,90029,346427.5313,6291205.511,,0,PREDIOS_NACIONAL,URBANA,10108,1_contains,3090.607956,0,H,80955300,59143557,0,U,VARGAS BUSTON 999 DP 152,16106,5647,90029,0,0,0,0,0,0,1,80,1995,1995,B,3,15,FALSE
16106|05348|00479,16106,5348,479,05348-00479,TRUE,200,SAN MIGUEL,AV DEPARTAMENTAL 950 BX 75 ,-33.504694,-70.651589,4500527,4500527,0,0,0,0,233866,AV DEPARTAMENTAL 950 BX 75,4434016,0,11828,FALSE,,0,U,Z,,,,,,,,,,,,SAN MIGUEL,HMB038,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",HMB038,, 40 - 1.200  m²,,233.87,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB038,SAN MIGUEL,XIII Región Metropolitana,218,2,192,2,0,0,33,506,3,"10,38 UF",PRIMER SEMESTRE DE 2026,16106,127553369,5348,90139,346591.4772,6291539.605,,0,PREDIOS_NACIONAL,URBANA,8485,1_contains,4548.231634,23656,Z,4434016,0,0,U,AV DEPARTAMENTAL 950 BX 75,16106,5348,90139,0,0,0,0,0,0,1,13,2018,2018,B,4,23,FALSE
16106|05452|00503,16106,5452,503,05452-00503,TRUE,200,SAN MIGUEL,1ERA AVENIDA 1178 BOX 44 ,-33.50446,-70.656607,6205750,6205750,0,0,0,0,328269,1ERA AVENIDA 1178 BOX 44,6114039,0,16309,FALSE,,0,U,Z,,HMB037,,,,,,,,,,SAN MIGUEL,HMB037,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",HMB037,, 160 - 550  m²,,328.27,,ESTACIONAMIENTO,2022,14,RAV NO AGRICOLA 2022,1,m²,m²,HMB037,SAN MIGUEL,XIII Región Metropolitana,175,0,177,4,1,0,12,383,0,"14,57 UF",PRIMER SEMESTRE DE 2026,16106,127553429,5452,90316,346124.9346,6291558.108,,0,PREDIOS_NACIONAL,URBANA,8356,1_contains,2736.053254,32618,Z,6114039,0,0,U,1ERA AVENIDA 1178 BOX 44,16106,5452,90316,0,0,0,0,0,0,1,13,2016,2016,B,4,19,FALSE
